theatre,lng,lat,type,projector,date,ratio,width,height,size,seats,note
广州万达影城(南沙万达广场店) ,113.538806948906,22.8008605306387,imax,IMAX 氙灯,2015年12月22日,,   ,  ,  ,387, -
韶关DP影城,113.538575904728,24.7625419454549,imax,IMAX Laser XT,2021年10月25日,,23.71,12.320,292.1072,410,原型机来自于巴可Barco SP4K
珠海CGV影城（环宇城店）,113.530838979035,22.2406329606868,imax,IMAX Commercial Laser,2022年1月28日,,19.28,9.950,191.8360,358,12聲道音響系統
广州万达影城(亚运城广场店) ,113.482628449449,22.9469699024848,imax,IMAX 氙灯,2017年12月30日,,22.28,11.630,259.1164,421, -
广州万达影城(萝岗万达广场店) ,113.472797034629,23.1733440257651,imax,IMAX 氙灯,2015年7月17日,,,,,379,
仙桃金逸影城(环球中心IMAX店) ,113.46405500947,30.3749440028646,imax,IMAX 氙灯,2020年8月20日,,21.92,11.550,253.1760,312,
广州金逸影城（美林天地IMAX店）,113.42261795835,23.1110240136602,imax,IMAX 氙灯,2022年1月1日,,,,,395,
中山金逸影城(远洋城IMAX店) ,113.422298700572,22.503042415806,imax,IMAX 氙灯,2017年1月22日,,  ,   ,  ,480, -
广州中影南方影城（IMAX科韵路店）,113.420405970863,23.1739920467846,imax,IMAX 氙灯,2020年8月18日,,,,,422,
广州万达影城(天河万科广场店) ,113.408335260068,23.1714896481612,imax,IMAX 氙灯,2019年2月5日,,22.74,11.920,271.0608,251, -
广州CGV影城（永旺店）,113.394888075741,22.9439758355573,imax,IMAX Laser XT,2023年3月17日,,18.92,9.800,185.4160,234,
广州万达影城(万胜广场店) ,113.38891730851,23.1033968485843,imax,IMAX 氙灯,2017年1月1日,,23.77,12.500,297.1250,427, -
中山CGV星星影城(兴中广场店) ,113.373584401257,22.5305757132496,imax,IMAX 氙灯,2013年6月28日,,20.97,10.862,227.7761,348, -
珠海幸福蓝海国际影城（金湾华发商都IMAX店）,113.367431816991,22.1203436004697,imax,IMAX Laser XT,2021年9月27日,,22.08,11.550,255.0240,258,
广州万达影城(番禺万达广场店) ,113.355213963753,23.0120520248712,imax,IMAX 氙灯,"2014年11月8日-2019年8月6日
2019年8月7日",,23.66,11.900,281.5540,360, -
广州金逸影城(光美沙湾IMAX店) ,113.352838754155,22.92542703593,imax,IMAX 氙灯,2016年12月9日,,22.72,12.000,272.6400,428,IMAX中国旗下第400家IMAX影院
大同万达影城(万达广场店) ,113.348974977028,40.0706300424522,imax,IMAX 氙灯,2017年10月20日,,  ,  ,  ,383,  -
大同万达影城(中央公园店) ,113.348325771636,40.0698168067001,imax,IMAX 氙灯,2021年2月5日,,,,,,
广州百丽宫影城(猎德店) ,113.337923019981,23.1214609927649,imax,IMAX 氙灯,2016年10月28日,,  ,  ,  ,394, -
平顶山万达影城(万达广场店) ,113.336287040513,33.7396460700094,imax,IMAX 氙灯,2017年11月24日,,21.03,10.930,229.8579,375, -
广州飞扬影城(正佳广场店) ,113.333654990843,23.1387050043679,imax,IMAX 氙灯,2016年6月8日,,  ,  ,  ,411, -
广州金逸影城(光美大石IMAX店) ,113.333331960182,23.1378530136726,imax,IMAX 氙灯,2017年4月14日,,22.16,11.700,259.2720,394, -
广州金逸影城(花地IMAX店) ,113.333331960182,23.1378530136726,imax,IMAX 氙灯,2019年2月2月,,19.70,10.260,202.1220,240, -
广州金逸影城（光美三溪IMAX店）,113.333331960182,23.1378530136726,imax,IMAX 氙灯,2020年12月25日,,19.65,9.740,191.3910,271,
广州金逸影城(太阳城店) ,113.332049898559,23.1937776685844,imax,IMAX 氙灯,2016年10月29日,,15.28,7.800,119.1840,303, -
广州寰映影城（金茂广场店）,113.331766662831,23.2019143183289,imax,IMAX Laser XT,2022年9月30日,,17.62,9.100,160.3420,,
广州UA花城汇影城 ,113.33117112495,23.1256334152368,imax,IMAX 氙灯,2013年1月20日,,  ,  ,  ,290, -
广州金逸影城（番禺星海城店）,113.331144855758,23.1355130227581,imax,IMAX 氙灯,预计2023年,,,,,,
广州寰映影城（天河环贸店）,113.324331118636,23.1371066138138,imax,IMAX Laser XT,2022年2月1日,,18.62,9.700,180.6140,210,
广州卢米埃影城(合生店) ,113.320029403042,23.0911410114697,imax,IMAX 氙灯,2017年3月24日,,  ,  ,   ,248, -
基隆國立海洋科技博物館,113.298527113209,23.0944193293099,imax,IMAX GT,2013年1月31日,,28.40,22.000,624.8000,300,科教影院
广州美亚影城（云门店）,113.298207046956,23.2440882136429,imax,IMAX Commercial Laser,2019年2月15日,,23.55,12.310,289.9005,349,12聲道音響系統
佛山CGV影城(海骏达店),113.281230959265,22.7641379786504,imax,IMAX 氙灯,2020年12月18日,,21.82,11.480,250.4936,316,
广州金逸影城(海珠城IMAX店) ,113.280322952056,23.1017214943823,imax,IMAX Commercial Laser,"2016年2月6日-2021年9月8日
2021年9月30日",,20.54,10.440,214.4376,327,12聲道音響系統
广州唐德国际影城（白云汇店）,113.275524293854,23.2089452604245,dolby,科视Christie E3LH数字影院放映机,"2018年10月27日
2018年11月9日启幕仪式",,12.700,7.500,95.2500,258,
广州万达影城(白云万达广场店) ,113.273066979132,23.1782710487547,imax,IMAX 氙灯,2010年12月17日,,22.81,11.728,267.5157,388, -
广州飞扬影城IMAX(北京路店) ,113.272149000731,23.1320290059198,imax,IMAX 氙灯,2018年5月18日,,  ,  ,  ,376, -
广州金逸影城(百信西区IMAX店) ,113.266022018172,23.2009340206183,imax,IMAX 氙灯,2018年12月30日,,21.86,11.350,248.1110,417, -
广州飞扬影城（乐峰店）,113.265956980853,23.0953520468982,imax,IMAX Commercial Laser,2019年12月13日,,15.50,8.500,131.7500,372,12聲道音響系統
中山金逸影城(樱花里IMAX店),113.257517131098,22.6731499057242,imax,IMAX 氙灯,2019年8月1日,,25.18,13.360,336.4048,385, -
广州CGV影城（悦汇城）,113.249700974858,23.1557420067236,imax,IMAX 氙灯,2020年12月30日,,17.48,8.980,156.9704,150,
焦作万达影城(万达广场店) ,113.244946617614,35.2102699148419,imax,IMAX 氙灯,2017年6月30日,,20.57,10.650,219.0705,386, -
广州万达影城（花都融創茂店）,113.239686665036,23.4324903103217,imax,IMAX 氙灯,2019年6月15日,,20.44,10.560,215.8464,312,
中山CGV影城（小榄百汇店）,113.236007205669,22.6912109890405,imax,IMAX 氙灯,"2016年3月19日
2019年9月24日",,24.09,13.370,322.0833,344, -
中山博纳国际影城(古镇店),113.214191047891,22.608918859862,imax,IMAX 氙灯,2017年10月20日,,20.39,10.470,213.4833,333, -
佛山万达影城(南海万达广场店) ,113.164541702371,23.0701696157312,imax,IMAX 氙灯,"2014年8月29日-2019年8月9日
2019年8月10日",,22.24,11.620,258.4288,409, -
佛山金逸影城(鹏瑞利IMAX店) ,113.159631744116,23.0179343433494,imax,IMAX 氙灯,2014年7月1日,,  ,  ,  ,332, -
佛山万达影城(越秀星汇广场店) ,113.147659307944,23.0366390014346,imax,IMAX 氙灯,2016年12月9日,,18.49,9.980,184.5302,229, -
长治万达影城(万达广场店) ,113.134413987325,36.2249579170758,imax,IMAX 氙灯,2018年9月22日,,  ,  ,  ,329,  -
佛山金逸影城(顺德彩虹IMAX店),113.132655180508,23.0312227192656,imax,IMAX 氙灯,2018年12月30日,,25.96,13.650,354.3540,428, -
佛山CGV星星影城（星耀101店）,113.121396987047,22.9720555795661,imax,IMAX 氙灯,2015年9月23日,,  ,  ,  ,440, -
岳阳CGV影城(步步高店) ,113.116428728764,29.3801935119235,imax,IMAX 氙灯,2018年2月12日,,  ,  ,  ,280, -
长沙横店IMAX影城(悠游小镇店) ,113.087559165955,28.2518184879445,imax,IMAX 氙灯,2018年8月15日,,  ,  ,  ,249, -
长沙博纳国际影城(龙湖IMAX店) ,113.087559165955,28.2518184879445,imax,IMAX 氙灯,2021年5月27日,,18.60,10.010,186.1860,235,
长沙寰映影城(荟聚店) ,113.087559165955,28.2518184879445,imax,IMAX Commercial Laser,2022年2月1日,,26.51,14.160,375.3816,311,12聲道音響系統
长沙万达影城(开福万达广场店) ,113.082976460398,28.2340127165308,imax,IMAX 氙灯,2013年9月27日,,23.16,13.460,311.7336,440, -
长沙万达影城（解放路悦荟广场店）,113.082976460398,28.2340127165308,imax,IMAX Commercial Laser,"2008年7月10日
2019年9月30日",,"22.42 
23.21","11.51 
12.30","258.0542 
285.483",430,"5.1聲道音響系統
中國大陸地區第8家IMAX影院"
长沙万达影城(中茂城店) ,113.082976460398,28.2340127165308,imax,IMAX 氙灯,2019年4月24日,,21.82,11.400,248.7480,324, -
长沙CGV影城(星沙店) ,113.082730863671,28.2520506882387,imax,IMAX 氙灯,2015年11月17日,,  ,  ,  ,298, -
长沙万达影城(梅溪湖步步高店) ,113.069185314891,28.2618120249094,imax,IMAX 氙灯,2016年7月30日,,  ,  ,  ,426, -
江门万达影城(新会IMAX店) ,113.053015007242,22.5157225374679,imax,IMAX 氙灯,2018年8月31日,,,,,350,
长沙VHC维港影城,113.044729306712,28.2168345705979,imax,IMAX Commercial Laser,2021年9月24日,,26.50,14.090,373.3850,428,12聲道音響系統
郴州万达影城(生源购物中心店) ,113.042547681951,25.7998406553512,imax,IMAX 氙灯,2019年9月26日,,22.75,11.700,266.1750,384, -
清远万达影城(清城万达广场店) ,113.019807527126,23.7200771076365,imax,IMAX 氙灯,2016年12月29日,,  ,  ,,419, -
长沙CGV影城(德思勤店) ,113.014990992644,28.1194229826356,imax,IMAX 氙灯,2015年7月30日,,   ,  ,   ,268, -
湘潭横店电影城 ,112.957505368841,27.7849825346561,imax,IMAX 氙灯,2016年8月22日,,  ,  ,  ,280, -
湘潭金逸影城(步步高IMAX店) ,112.957505368841,27.7849825346561,imax,IMAX 氙灯,2022年1月2日,,,,,251,
湘潭万达影城(万达广场店) ,112.953001354846,27.7893469948622,imax,IMAX 氙灯,2016年6月10日,,22.54,11.840,266.8736,327, -
长沙CGV影城(梅溪湖店) ,112.914164733085,28.2086977812637,imax,IMAX 氙灯,2016年11月25日,,  ,  ,  ,402, -
佛山万达影城(三水万达广场店) ,112.910703741617,23.1842809693822,imax,IMAX 氙灯,2016年11月28日,,21.22,11.270,239.1494,352, -
佛山万达影城(顺德悦然广场店),112.910470272015,23.1848105887474,imax,IMAX 氙灯,2020年10月1日,,21.43,11.630,249.2309,259,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
长沙CGV影城(岳麓店) ,112.907345067147,28.2023823256575,imax,IMAX 氙灯,2013年4月28日,,  ,  ,  ,398, -
晋中万达影城(万达广场店),112.745299031943,37.7234940448463,imax,IMAX 氙灯,2017年8月18日,,20.06,10.580,212.2348,381,  -
泗水Surabaya - TUNJUNGAN 5 XXI & IMAX,112.7394613,-7.2616475,imax,IMAX Xenon,2015年9月11日,,22.28,12.40,276.2720,443,
泗水Surabaya - CINEMA XXI & IMAX,112.730241,-7.2945828,imax,IMAX Xenon,2017年2月22日,,22.89,12.89,295.0521,360,
晋中华谊兄弟影院 ,112.72354189283,37.7234468782122,imax,IMAX 氙灯,2017年9月15日,,  ,  ,  ,462,  -
太原CGV影城(印象城店) ,112.612138984163,37.7935520438939,imax,IMAX 氙灯,2020年8月25日,,20.96,10.920,228.8832,230,
太原万达影城（多彩城店）,112.60655619508,37.8780403937493,imax,IMAX 氙灯,2022年8月19日,,17.92,9.265,166.0288,,
衡阳万达影城(万达广场店) ,112.59859917025,26.8889231321062,imax,IMAX 氙灯,2017年9月29日,,20.22,10.430,210.8946,368, -
太原时代影城IMAX（华景天地店） 原太原泰禾影城,112.591164179319,37.7404331844579,imax,IMAX 氙灯,"2020年8月18日
2022年",,19.80,10.350,204.9300,261,
太原博纳国际影城 （茂业IMAX店）,112.576374297742,37.7938487453648,imax,IMAX 氙灯,2015年6月20日,,21.78,11.750,255.9150,343,  -
衡阳金逸影城(中心城店) ,112.573852560239,26.8988237643732,imax,IMAX 氙灯,2018年9月30日,,  ,  ,  ,486, -
南阳万达影城(中泰广场店) ,112.573489299766,33.0303332267754,imax,IMAX 氙灯,2017年7月14日,,21.90,11.750,257.3250,321, -
肇庆万达影城(鼎湖万达广场店),112.568113376168,23.1472199579218,imax,IMAX 氙灯,2021年12月23日,,19.05,10.280,195.8340,251,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
太原万达影城（龙湖万达广场店）,112.567176278133,37.8907843103065,imax,IMAX Commercial Laser,"2015年9月30日
2018年12月30日",,"26.11 
26.51","14.060 
14.060","367.1066 
372.7306","430
384","12聲道音響系統
IMAX公司全球第1000家IMAX影院"
宁乡金逸影城(翡翠湖IMAX店) ,112.554311091673,28.2759533674732,imax,IMAX 氙灯,2021年11月26日,,,,,333,
太原万象影城（万象城IMAX激光店）,112.536416231369,37.813294114611,imax,IMAX Commercial Laser,2018年9月15日,,22.85,11.860,271.0010,358,5.1聲道音響系統
肇庆星轶影城(敏捷广场店),112.50864267685,23.0789989954383,imax,IMAX 氙灯,2020年11月26日,,22.24,11.570,257.3168,361, -
洛阳万达影城(万达广场店) ,112.414525066889,34.6607266164103,imax,IMAX 氙灯,2012年2月20日,,  ,  ,  ,295,
益阳万达影城(万达广场店) ,112.379446042853,28.5713760531951,imax,IMAX 氙灯,2017年6月23日,,  ,  ,  ,429, -
荆州万达影城(万达广场店) ,112.229940621885,30.3469654511308,imax,IMAX 氙灯,2014年9月20日,,,  ,  ,411, -
荆门万达影城(万达广场店) ,112.192938699285,30.9886513650658,imax,IMAX 氙灯,2016年6月3日,,   ,  ,,397, -
襄阳万达影城(万达广场店),112.141393839292,32.0663249950454,imax,IMAX 氙灯,2011年11月8日,,,,,333,
呼和浩特万达影城(喜悦广场店) ,111.698822968774,40.8708909410427,imax,IMAX 氙灯,2017年12月16日,,21.07,11.060,233.0342,236,
常德万达影城(万达广场店) ,111.688483458372,29.0639787569422,imax,IMAX 氙灯,2016年9月16日,,  ,   ,  ,357, -
呼和浩特万达影城(凯德诺和木勒店) ,111.685404979372,40.8029400113486,imax,IMAX 氙灯,2021年2月12日,,21.12,11.450,241.8240,384,
呼和浩特寰映影城（振华广场店）,111.675210649122,40.8240388793049,dolby,科视Christie E3LH数字影院放映机,"2020年12月5日试营业
2020年12月24日",,16.249,8.456,137.4000,219,呼和浩特市第一家杜比影院影厅
呼和浩特万达影城（万达广场店）,111.615077988454,40.838156003003,imax,IMAX Commercial Laser,"2011年11月5日（IMAX 氙灯）
2019年4月5日",,21.24,10.871,230.9000,"398
383",12聲道音響系統
呼和浩特万达影城(回民区万达广场店) ,111.614933001945,40.8380089730611,imax,IMAX 氙灯,2017年8月25日,,24.52,12.910,316.5532,302, -
宜昌万达影城(夷陵万达广场店),111.357375247821,30.7661514523737,imax,IMAX 氙灯,2020年12月18日,,18.74,9.720,182.1528,307,
宜昌万达影城(万达广场店),111.314676810659,30.6864709049159,imax,IMAX 氙灯,2011年11月8日,,,,,318,
宜昌CGV影城(国贸大厦店) ,111.302190992885,30.7086668691341,imax,IMAX 氙灯,2019年1月3日,,20.86,10.990,229.2514,264, -
邵阳万达影城(大汉悦店) ,111.280507680637,26.9965283321963,imax,IMAX 氙灯,2019年9月30日,,,,,231,
三门峡万达影城(万达广场店) ,111.195188972741,34.7900043291714,imax,IMAX 氙灯,2016年10月21日,,  ,  ,  ,402, -
运城万达影城(万达广场店) ,111.035823466794,35.0494176810669,imax,IMAX 氙灯,2018年12月28日,,  ,  ,  ,364,  -
茂名万达影城(电白万达广场店),111.019889130235,21.5378776957994,imax,IMAX 氙灯,2019年12月28日,,21.07,11.150,234.9305,361, -
茂名东汇国际影城,110.955278955604,21.6697689893033,imax,IMAX Commercial Laser,2019年12月25日,,,,,343,12聲道音響系統
高州潘州影城,110.852191481416,21.9093247527768,imax,IMAX 氙灯,2023年7月8日,,,,,,
十堰万达影城(万达广场店) ,110.81338299031,32.6687884426046,imax,IMAX 氙灯,2016年8月5日,,22.61,11.940,269.9634,352, -
湛江万达影城(万达广场店),110.4109780405,21.2549679879921,imax,IMAX 氙灯,2016年6月25日,,   ,   ,  ,332, -
湛江中影星美影城 ,110.407920567867,21.2162203318987,imax,IMAX 氙灯,2014年12月20日,,  ,  ,  ,472, -
海口中视国际影城(国兴店) ,110.384109093892,20.0344358299774,imax,IMAX 氙灯,2014年1月6日,,24.00,13.000,312.0000,469,
湛江金逸影城IMAX(光美赤坎店) ,110.382716001707,21.2811969871322,imax,IMAX 氙灯,2017年8月27日,,  ,   ,   ,317, -
古晉kuching- TGV VIVACITY MALL KUCHING & IMAX,110.367591,1.5267642,imax,IMAX Xenon,2016年8月18日,,24.10,17.98,433.3180,338.00,
海口金逸影城(星海湾IMAX店) ,110.363156028048,20.0732712893832,imax,IMAX 氙灯,2016年12月7日,,,,,448,
海口万达影城(海航日月广场店) ,110.357525988097,20.0209089530977,imax,IMAX 氙灯,2016年12月16日,,23.01,12.300,283.0230,382,
海口星轶影城(吾悦广场IMAX店) ,110.348813143297,19.9826834493883,imax,IMAX 氙灯,2016年10月28日,,25.36,13.670,346.6712,343,
海口中视国际影城(喜盈门店) ,110.340935722622,19.9819760614818,imax,IMAX 氙灯,2016年10月26日,,,,,368,
海口CGV影城(友谊阳光城店) ,110.330194683642,20.0288282743312,imax,IMAX 氙灯,2017年5月1日,,  ,  ,  ,402,
桂林万达影城(七星万达广场店) ,110.325508044137,25.3204570033662,imax,IMAX 氙灯,2015年9月12日,,  ,  ,  ,412, -
桂林万达影城(叠彩万达广场店) ,110.325508044137,25.3204570033662,imax,IMAX 氙灯,2017年11月24日,,19.05,10.750,204.7875,362, -
桂林万达影城(临桂万达广场店) ,110.325508044137,25.3204570033662,imax,IMAX 氙灯,2020年9月30日,,19.21,10.210,196.1341,315,
海口万达影城(秀英万达广场店) ,110.294913016105,19.9877120193276,imax,IMAX 氙灯,2016年12月23日,,,,,413,万达影院旗下第200家IMAX影院
桂林万象影城（万象城IMAX激光店）,110.276150917399,25.2685354834342,imax,IMAX Commercial Laser,2019年10月9日,,19.44,10.090,196.1496,252,5.1聲道音響系統
玉林中影金城国际影院,110.260239321737,22.2968899417326,imax,IMAX 氙灯,2021年2月6日,,18.12,9.460,171.4152,253,
玉林万达影城(万达广场店),110.18659399029,22.6412309755752,imax,IMAX 氙灯,2019年5月25日,,22.76,10.850,246.9460,365,
包头万达影城(维多利摩尔城店),110.038622335425,40.5818456460498,imax,IMAX 氙灯,2020年7月31日,,,,,323,
包头万达影城(青山万达广场店) ,109.959229016487,40.6120859804445,imax,IMAX 氙灯,"2011年11月10日-2019年9月4日 
2019年9月5日",,23.07,11.455,264.2669,314, -
包头万达影城(九原万达广场店),109.959229016487,40.6120859804445,imax,IMAX 氙灯,2018年8月17日,,,,,370,
榆林万达影城(万达广场店) ,109.760144393432,38.2525644463358,imax,IMAX 氙灯,2018年12月22日,,  ,  ,  ,349,  -
三亚万达影城(万达海棠湾店) ,109.741564367908,18.3379338723685,imax,IMAX 氙灯,2011年9月16日,,20.91,11.790,246.5289,295,
三亚中视国际影城 ,109.520564683705,18.2589438333799,imax,IMAX 氙灯,2014年8月2日,,21.87,11.459,250.5510,380,
渭南万达影城(万达广场店) ,109.459905988596,34.5128550248111,imax,IMAX 氙灯,2015年8月7日,,  ,  ,  ,394, -
柳州金逸影城(万象城店) ,109.455927559909,24.3292244878134,imax,IMAX 氙灯,2018年9月30日,,25.28,13.410,339.0048,393, -
柳州万达影城（城中万达广场店）,109.448434973313,24.3358480445885,imax,IMAX Commercial Laser,"2015年11月27日
2018年12月27日",,22.13,11.580,256.2654,362,12聲道音響系統
柳州万达影城(柳南万达广场店) ,109.398791017626,24.2943100158027,imax,IMAX 氙灯,2016年12月16日,,20.05,10.600,212.5300,394, -
北海大地影院(宁春城店) ,109.131661908212,21.4646356316658,imax,IMAX 氙灯,2017年10月26日,,20.02,10.510,210.4102,278, -
西安卢米埃影城(曲江创意谷IMAX店) ,109.019353969882,34.2182050410911,imax,IMAX 氙灯,2018年12月30日,,  ,  ,  ,268,  -
西安幸福蓝海国际影城(乐荟中心IMAX店) ,109.003807715065,34.2531536167287,imax,IMAX Laser XT,"2023年5月9日挂幕
2023年6月22日正式营业",,18.35,9.720,178.3620,246,
西安长安国际影城(御锦城凯德店) 原西安长江银兴影城(御锦城店),108.971157723338,34.1597836960945,imax,IMAX 氙灯,"2019年7月12日-
2023年2月20日",,21.82,11.590,252.8938,283,
西安万达影城(民乐园万达广场店) ,108.970864157098,34.2744395315965,imax,IMAX 氙灯,"2011年11月8日-
2023年9月27日（更换银幕）",,"21.18
20.79","10.927
11.08","231.43386
230.3532",367, -
西安万达影城(碑林万达广场店) ,108.969382941142,34.2499175080103,imax,IMAX 氙灯,2013年10月1日,,  ,  ,  ,294, -
西安博纳国际影城 ,108.968373964393,34.2232954300239,imax,IMAX 氙灯,2018年12月21日,,  ,  ,  ,421,  -
西安沃美影城(浐灞店) ,108.961191293197,34.2667734964266,imax,IMAX 氙灯,2023年7月25日挂幕,,24.08,12.700,305.9160,,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
西安CGV影城(印象城店) ,108.954324196726,34.3003254668406,imax,IMAX 氙灯,2015年9月30日,,20.06,10.840,217.4504,288, -
西安开顿IMAX国际影城,108.922197018806,34.2905050478047,imax,IMAX 氙灯,2016年11月18日,,26.11,14.090,367.8899,474, -
西安万达影城(大明宫万达广场店) ,108.918864305364,34.2646998935387,imax,IMAX 氙灯,2013年11月22日,,  ,  ,  ,368, -
西安万达影城（高新万达广场店）,108.898227892205,34.2139647660216,dolby,科视Christie E3LH数字影院放映机,"2017年11月18日
2017年12月24日正式排期",,20.240,10.940,221.4256,272,
西安万达影城(龙城铭园店) ,108.878773020284,34.2337397064436,imax,IMAX 氙灯,2017年12月30日,,22.96,11.930,273.9128,302, -
西安CGV影城(万象城店) ,108.836924020813,34.2964590224978,imax,IMAX Laser XT,"已于2023年3月26日挂幕
2023年4月1日试营业
2023年4月20日启幕仪式",,19.52,10.000,195.2000,288,
南宁万达影城(万达茂店) ,108.438769044852,22.7738320402505,imax,IMAX 氙灯,2017年6月16日,,21.66,11.670,252.7722,384, -
南宁新民族影城,108.405918910669,22.817933093001,imax,IMAX 氙灯,2014年6月27日,,"25.76
21.517","13.15
12.527","338.744
269.5734",506, -
南宁万达影城（青秀万达广场店）,108.376889449479,22.8368628006863,imax,IMAX Commercial Laser,"2014年12月17日
2019年4月14日",,22.76,11.670,265.6092,412,12聲道音響系統
南宁万达影城（青秀万达广场店）,108.376889449479,22.8368628006863,dolby,科视Christie E3LH数字影院放映机,"2018年10月19日
2018年10月26日启幕仪式",,16.285,6.521,106.1945,258,"广西壮族自治区第一家同时拥有数字IMAX Commercial Laser影厅跟杜比影院影厅的影城
中国大陆地区第二家同时拥有数字IMAX Commercial Laser影厅跟杜比影院影厅的影城"
新竹巨城威秀影城,108.358580545903,22.8206207610314,imax,IMAX 氙灯,2012年4月28日,,17.76,9.690,172.0944,260,
南宁万达影城(江宇世纪城店) ,108.336681833849,22.8543452526112,imax,IMAX 氙灯,2019年4月17日,,20.92,10.990,229.9108,201,  -
南宁万达影城(印象城店) (原悦荟店) ,108.328845825058,22.8211335046673,imax,IMAX 氙灯,2013年10月1日,,  ,  ,  ,255, -
南宁万达影城(江南万达广场店) ,108.318417755718,22.795662767604,imax,IMAX 氙灯,2017年6月23日,,22.85,11.750,268.4875,359, -
南宁万达影城(安吉万达广场店) ,108.298665993832,22.8754749123676,imax,IMAX 氙灯,2015年12月5日,,21.13,11.100,234.5430,341, -
南宁永恒·晶钻影城,108.291096961438,22.8401280429117,imax,IMAX 氙灯,2014年1月17日,,21.33,11.820,252.1206,399, -
花蓮新天堂樂園威秀影城,107.965988519513,22.9626037571343,imax,IMAX Commercial Laser,"2018年12月26日試營運
2018年12月29日",,21.33,12.030,256.5999,368,"12聲道音響系統
商业影院同时兼具科教影院"
乌兰乌德(Улан-Удэ) - People's cinema,107.6658262,51.8123613,imax,IMAX Xenon,2009年12月28日,,,,,,
达州横店电影城(罗浮店) ,107.476740000669,31.2128378815593,imax,IMAX 氙灯,2017年5月1日,,  ,  ,  ,235, -
重庆万达影城(涪陵万达广场店) ,107.421877695359,29.7064402071126,imax,IMAX 氙灯,2019年7月19日,,,,,315, -
勿加泗 Bekasi - SUMMARECON MAL BEKASI & IMAX,107.0010764,-6.2261276,imax,IMAX Xenon,2015年4月1日,,20.78,11.73,243.7494,396,
雅加達North Jakarta - KELAPA GADING XXI IMAX,106.9083747,-6.1575485,imax,IMAX Commercial Laser,"2013年4月24日（IMAX Xenon）
2020年12月16日",,23.56,14.29,336.6724,537,12-channel sound system
雅加達Jakarta - Keong Emas IMAX Theatre Taman Mini Indonesia Indah,106.8910765,-6.3044018,imax,IMAX GT,1984年4月20日,,29.29,21.48,629.1492,847,
Bogor - AEON MALL SENTUL CITY XXI & IMAX,106.8566547,-6.5671217,imax,IMAX Xenon,2022年5月16日,,,,,310,
Margo City Mall (Margo XXI),106.8349448,-6.3719917,imax,IMAX Xenon,,,,,,,
乌海万达影城(万达广场店) ,106.828646980321,39.6661481209285,imax,IMAX 氙灯,2016年6月25日,,  ,   ,,375, -
雅加達South Jakarta - GANDARIA XXI IMAX,106.7835017,-6.2442493,imax,IMAX Commercial Laser,"2012年5月4日（IMAX Xenon）
2019年12月19日",,20.42,10.75,219.5150,380,12-channel sound system
贵阳越界影城（未来方舟店） ,106.763756072841,26.6027618124882,imax,IMAX GT 3D Laser,"2018年9月30日-
2022年12月16日重新开业",,32.16,18.170,584.3472,714,12聲道音響系統
贵阳万达影城(大上海云岩万达广场店) ,106.749825061167,26.6251696245795,imax,IMAX 氙灯,2019年12月30日,,,,,434,
贵阳万达影城（中大广场店）,106.72766826594,26.6101033679085,imax,IMAX Commercial Laser,"2013年12月20日（IMAX 氙灯）
2019年4月23日",,18.92,9.910,187.4972,281,12聲道音響系統
贵阳博悦汇影城(壹号店) ,106.719908523286,26.5839831239991,imax,IMAX 氙灯,2021年6月4日,,21.48,11.400,244.8720,263,
重庆万达影城(綦江万达广场店) ,106.682128039313,29.0402024102279,imax,IMAX 氙灯,2017年10月27日,,   ,   ,    ,396, -
贵阳卢米埃影城(花溪店),106.675965214364,26.4146325964597,imax,IMAX 氙灯,2019年8月20日,,19.09,10.020,191.2818,231,
丹格朗Tangerang -  CINEMA XXI THE BREEZE & IMAX,106.6541224,-6.3024149,imax,IMAX Xenon,2017年11月15日,,19.69,10.91,214.8179,294,
丹格朗Tangerang - SUMMARECON MAL SERPONG & IMAX,106.6283383,-6.2413015,imax,IMAX Xenon,2014年4月30日,,22.89,12.77,292.3053,444,
贵阳CGV影城（印象城店) ,106.625569287134,26.6070151774149,imax,IMAX Commercial Laser,2019年12月19日,,22.96,11.940,274.1424,326,12聲道音響系統
贵阳万达影城(数博万达广场店) ,106.615659989226,26.6384570452664,imax,IMAX 氙灯,2020年12月18日,,21.53,11.610,249.9633,331,
贵阳万达影城(观山湖万达广场店) ,106.61560510276,26.6381511492317,imax,IMAX 氙灯,2018年5月25日,,22.24,11.640,258.8736,281, -
重庆CGV影城(U城店) ,106.593808977195,29.5709499950239,imax,IMAX 氙灯,2017年9月15日,,24.57,13.000,319.4100,334, -
重庆CGV影城(来福士旗舰店),106.593787956846,29.5710828718614,imax,IMAX 氙灯,2019年9月6日,,20.33,10.730,218.1409,283, -
重庆科技馆,106.584431026996,29.578407002354,imax,IMAX SR,2009年9月10日,,21.97,16.000,351.5200,270,科教影院（不定时放映胶片IMAX科普影片）
重庆金逸影城(蘭亭IMAX店) ,106.584328171015,29.577151118509,imax,IMAX 氙灯,2019年4月23日,,22.18,11.700,259.5060,342, -
重庆万达影城(大融城店) ,106.581548005294,29.5621311173384,imax,IMAX 氙灯,2016年8月12日,,15.46,7.810,120.7426,217, -
