theatre,lng,lat,type,projector,date,ratio,width,height,size,seats,note
北京耀莱成龙国际影城（五棵松店）,116.417489043134,39.9166410777606,dolby,科视Christie E3LH数字影院放映机,"2016年7月16日
2016年7月16日启幕仪式-2020年1月24日
2023年9月28日",,"21.32
22.24","10.80
10.85","230.256
241.304",578,北京市第一家杜比影院影厅
北京UME国际影城(华星店) ,116.417398224447,39.9723105725174,imax,IMAX 氙灯,"2006年6月-2009年12月25日(IMAX MPX)
2010年1月3日(IMAX 氙灯)
2015年8月4日",,23.91,13.840,330.9144,411,中國大陸地區第4家IMAX影院
北京中國科技館,116.413383697123,39.9109245472996,imax,IMAX GT Dome,2010年2月2日,,30.00,,,442,
揭阳万达影城(榕城万达广场店) ,116.4028708122,23.5684188524889,imax,IMAX 氙灯,2021年9月11日,,19.84,10.630,210.8992,282,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
北京华谊兄弟影院(洋桥店) ,116.392377631247,39.8590852616269,imax,IMAX 氙灯,2015年8月15日,,19.84,10.680,211.8912,321,非常感谢银幕尺寸图提供者WeChat昵称：海明威
北京万达影城(槐房万达广场店) ,116.374514916012,39.8200791506555,imax,IMAX 氙灯,2016年12月22日,,20.43,10.830,221.2569,395, -
北京万达影城(西铁营万达广场店) ,116.36318216319,39.8668060917212,imax,IMAX 氙灯,2017年12月22日,,21.39,11.250,240.6375,323, -
抚州万达影城(万达广场店) ,116.353273837891,27.9630623017378,imax,IMAX 氙灯,2017年6月16日,,   ,   ,    ,406, -
北京CGV影城（清河店）	,116.350243150285,40.0364998957197,imax,IMAX Commercial Laser,2020年7月24日,,16.48,8.310,136.9488,221,12聲道音響系統
北京万象影城（丽泽天街杜比影院店）,116.337347884859,39.8727857651948,dolby,科视Christie E3LH数字影院放映机,2021年4月16日,,19.540,10.900,212.9860,360,北京市第八家杜比影院影厅 尺寸工程师口述
北京金逸影城(荟聚IMAX店) ,116.332927323444,39.7938109299902,imax,IMAX Commercial Laser,"2014年12月19日（IMAX 氙灯）
2021年12月22日",,"23.90
24.30","12.22
12.22","292.058 
296.946",435,12聲道音響系統
北京SFC上影影城(大兴龙湖店) ,116.327104057976,39.6914805434537,imax,IMAX 氙灯,2016年7月1日,,21.75,12.210,265.5675,392, -
德州万达影城(万达广场店) ,116.319075632141,37.4348787607275,imax,IMAX 氙灯,2015年11月6日,,   ,  ,,367, -
北京耀莱成龙国际影城（丽泽桥店）,116.316345681697,39.8781576367366,dolby,科视Christie E3LH数字影院放映机,"2018年4月29日
2018年5月25日启幕仪式-2022年10月31日",,,,,179,北京市第五家杜比影院影厅
北京万达影城（东坝万达广场店）,116.305422915509,39.83028625036,imax,IMAX Laser XT,"2023年9月20日（挂幕时间）
2023年10月1日",,23.22,12.050,279.8010,,
北京万达影城（丰台万达广场店）,116.305422915509,39.83028625036,dolby,科视Christie E3LH数字影院放映机,"2016年12月22日
2016年12月22日启幕仪式",,21.910,11.810,258.7571,337,
北京恒业国际影城(六里桥店) ,116.303776231679,39.8889229442858,imax,IMAX 氙灯,2016年12月16日,,16.37,8.600,140.7820,262, -
遵义金逸影城(方圆荟·日月星IMAX店) ,116.303776231679,39.8889229442858,imax,IMAX 氙灯,2020年8月18日,,,,,378,
北京博纳国际影城(亦庄店) ,116.302890143124,39.9145852547237,imax,IMAX 氙灯,2022年9月16日,,24.54,13.250,325.1550,368,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
北京博纳国际影城(龙湖天街店) ,116.302890143124,39.9145852547237,imax,IMAX Laser XT,"2023年9月22日（挂幕时间）
2023年9月28日",,"20.12
17.3（银幕架子）","10.55
9.8（银幕架子）","212.266
169.54（银幕架子）",266,
北京速铂影城(路劲IMAX店),116.298182483268,40.2121492444468,imax,IMAX 氙灯,2020年12月24日,,21.60,11.250,243.0000,274, -
北京万达影城（石景山万达广场店）,116.231897956976,39.9120790850253,imax,IMAX Commercial Laser,"2009年1月1日
2020年12月18日",,"21.3 
23.22","12.6 
12.68","268 
294.4296","433
394","12聲道音響系統 中国大陆第一家IMAX数字氙灯放映系统影院
中國大陸地區第9家IMAX影院"
北京万达影城（房山首创奥莱店）,116.191031973224,39.7706410964179,imax,IMAX Commercial Laser,2019年5月1日,,22.85,11.760,268.7160,326,"12聲道音響系統 
非常感谢银幕尺寸图提供者WeChat昵称：海明威"
北京耀莱成龙国际影城店（龙湖房山天街店）,116.14713645414,39.7517165515385,dolby,科视Christie E3LH数字影院放映机,"2018年9月21日
2018年9月30日启幕仪式",,,,,247,北京市第六家杜比影院影厅
梅州万达影城(万达广场店) ,116.142667368774,24.2778157625467,imax,IMAX 氙灯,2016年9月23日,,20.40,   ,  ,325, -
北京博纳影城(门头沟长安天街IMAX店),116.130298974983,39.9117690933301,imax,IMAX 氙灯,2019年11月15日,,,,,283, -
南昌万达影城(西湖万达广场店) ,116.109141798678,28.6560670670017,imax,IMAX 氙灯,2017年6月23日,,20.60,10.690,220.2140,395, -
南昌星轶IMAX影城（青山湖吾悦广场旗舰店） ,115.979144325319,28.7176640535641,imax,IMAX 氙灯,2016年11月18日,,17.83,9.430,168.1369,306, -
南昌万达影城(八一万达广场店) ,115.969300693544,28.5615005822454,imax,IMAX 氙灯Gen1,"2011年11月-2019年12月4日
2019年12月5日",,"15.314
16.50","8.201
8.09","125.590114
133.485",277, -
南昌万达影城(红谷滩万达广场店) ,115.950460172768,28.5516041861083,imax,IMAX 氙灯,"2012年8月24日
2017年3月28日",,"20.59
21.98","12.19
11.47","250.9921
252.1106",338, -
南昌万达影城(万达文化旅游城店) ,115.950460172768,28.5516041861083,imax,IMAX 氙灯,2016年5月28日,,25.53,13.770,351.5481,355, -
南昌万达影城(青山湖万达广场店) ,115.950460172768,28.5516041861083,imax,IMAX 氙灯,2018年12月21日,,21.88,11.440,250.3072,374, -
南昌万象影城(万象汇IMAX激光店) ,115.950460172768,28.5516041861083,imax,IMAX Commercial Laser,2021年5月22日,,17.98,9.440,169.7312,245,5.1聲道音響系統
阜阳东方巨幕影城 ,115.829256317224,32.9049794222664,imax,IMAX 氙灯,2017年2月7日,,  ,  ,  ,409, -
商丘万达影城(万达广场店) ,115.667755000096,34.3970940108354,imax,IMAX 氙灯,2018年7月6日,,  ,  ,  ,387, -
黄冈万达影城(万达广场店) ,115.586694141369,29.8546664255672,imax,IMAX 氙灯,2018年6月22日,,  ,  ,  ,372,  -
菏泽万达影城(万达广场店) ,115.481005009999,35.2307049021374,imax,IMAX 氙灯,2018年11月16日,,20.90,10.850,226.7650,368, -
黄石万达影城(万达广场店) ,115.066560983304,30.2496520992668,imax,IMAX 氙灯,2015年7月3日,,   ,  ,,387, -
吉安金逸影城（金鑫瑞德IMAX店）,114.990073308296,27.1201367931912,imax,IMAX 氙灯,2020年1月20日,,,,,396,
赣州英皇电影城(杉杉奥莱店) ,114.952663555006,25.8085436002081,imax,IMAX 氙灯,2019年9月28日,,,,,344,
新余金逸影城IMAX（光美抱石店） ,114.935854192817,27.807860764985,imax,IMAX 氙灯,2017年1月25日,,  ,   ,  ,352, -
赣州CGV影城 (万象城店) ,114.932873525305,25.8214508172808,imax,IMAX 氙灯,2015年9月19日,,  ,  ,  ,479, -
武汉万达影城(阳逻万达广场店) ,114.610014994307,30.6969958281975,imax,IMAX 氙灯,2021年12月10日,,21.27,11.460,243.7542,344,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
石家庄万达影城(裕华万达广场店) ,114.550302291465,38.0295271576055,imax,IMAX 氙灯,"2011年9月23日(IMAX 氙灯) 
2017年3月22日",,23.21,11.950,277.3595,385, -
邯郸CGV影城(环球中心店) ,114.529793976672,36.6132949194503,imax,IMAX 氙灯,2018年7月31日,,,,,239,
邢台万达影城(万达广场店) ,114.519883960116,37.091136917659,imax,IMAX 氙灯,2018年11月2日,,  ,  ,,306, -
武汉金逸影城(大悦城IMAX店) ,114.504025005152,30.4950119238621,imax,IMAX 氙灯,2022年2月1日,,19.73,10.700,211.1110,255,银幕型号:HARKNESS IMAX Coating 3.1 Peak Gain
惠州万达影城(大亚湾万达广场店) ,114.486297290328,22.7611630806739,imax,IMAX 氙灯,2017年11月24日,,21.00,10.900,228.9000,391, -
石家庄万象影城（万象城IMAX激光店）,114.485286352213,38.0479344206975,imax,IMAX Commercial Laser,2018年11月10日,,25.07,13.190,330.6733,358,5.1聲道音響系統
惠州万达影城(金山湖店) ,114.450077522347,23.0616821394654,imax,IMAX 氙灯,2020年12月18日,,21.28,11.090,235.9952,198,
宜春万达影城(万达广场店) ,114.431016018415,27.8109790064666,imax,IMAX 氙灯,2016年10月21日,,21.45,11.410,244.7445,398, -
惠州佳兆业国际影城（原名惠州凯狮国际影城 ）,114.426045963521,23.1220260107236,imax,IMAX 氙灯,2013年12月30日,,  ,  ,  ,555, -
武汉华谊兄弟影院(光谷店) ,114.423236946581,30.4779572089577,imax,IMAX 氙灯,2015年7月11日,,19.83,10.070,199.6881,417, -
安阳万达影城(万达广场店) ,114.397301729208,36.0931802603229,imax,IMAX 氙灯,2015年7月25日,,   ,  ,,400,
武汉CGV影城(奥山店) ,114.366829140207,30.6233118743969,imax,IMAX 氙灯,2013年11月16日,,22.91,13.040,298.7460,418, -
武汉博纳国际影城(银泰店) ,114.363266280893,30.5327976887648,imax,IMAX 氙灯,2016年2月8日,,"21.31 
23.10","12.120 
12.120","258.2772 
279.9720",377, -
武汉金逸影城(销品茂IMAX店) ,114.349274004778,30.5942558668169,imax,IMAX 氙灯,2012年12月20日,,16.59,9.100,150.9690,304, -
武汉金逸影城(蔡甸IMAX店) ,114.349274004778,30.5942558668169,imax,IMAX 氙灯,2017年10月1日,,20.06,10.400,208.6240,275, -
武汉武商梦时代摩尔影城,114.347067856276,30.5352191268477,imax,IMAX Commercial Laser,2023年4月18日,,,,,370,12聲道音響系統
深圳中影晴瑞国际影城 ,114.344397358796,22.6986820918998,imax,IMAX 氙灯,2018年2月6日,,   ,,  ,380, -
上海横店电影城(奉贤店) ,114.30590435374,30.8087723826102,imax,IMAX 氙灯,2015年12月31日,,19.10,10.800,206.2800,273,
株洲横店电影城（）,114.30590435374,30.8087723826102,imax,,,,,,,,
鹤壁万达影城(万达广场店) ,114.304760990487,35.7170518760542,imax,IMAX 氙灯,2018年6月22日,,  ,  ,  ,350, -
武汉CGV影城(永旺金桥店) ,114.290237995476,30.6370469099749,imax,IMAX 氙灯,2017年12月7日,,24.03,12.400,297.9720,367, -
武汉万象影城（万象城杜比影院店）,114.286818326061,30.6051017604164,dolby,科视Christie E3LH数字影院放映机,2022年5月13日,,,,,371,
台北美麗華大直影城,114.286462597079,30.6028789984578,imax,IMAX GT 3D Laser,"2004年11月19日－2016年2月15日(IMAX GT) 
2013年11月－2016年2月15日(IMAX 氙灯)
2016年3月24日",,28.80,21.150,609.1200,404,12聲道音響系統 （此银幕尺寸为lfexaminer网站提供的尺寸换算而来）
武汉CGV影城(洪山万科广场店) ,114.281927771204,30.4888706483215,imax,IMAX Commercial Laser,"2022年1月14日试营业
2023年1月19日正式开业",,22.77,11.770,268.0029,362,12聲道音響系統
武汉百美汇影城（恒隆店）,114.279145988531,30.5833248819361,imax,IMAX Commercial Laser,2021年9月30日,,21.60,11.340,244.9440,276,12聲道音響系統
武汉武商摩尔影城（国广IMAX激光店）,114.279143024123,30.5837899084128,imax,IMAX Commercial Laser,"2019年12月19日
2019年12月22日启幕仪式",,21.34,11.100,236.8740,294,12聲道音響系統
武汉万达影城(菱角湖万达广场店) ,114.274485669376,30.6157525698454,imax,IMAX 氙灯,2013年3月31日,,19.50,10.770,210.0150,316, -
武汉CGV影城(江腾店) ,114.262374085676,30.5434894901622,imax,IMAX 氙灯,2017年12月22日,,20.02,10.480,209.8096,239, -
深圳CINESKY新天影院（万科广场IMAX店）,114.250695380573,22.7215250430553,imax,IMAX Commercial Laser,2021年12月17日,,,,,315,12聲道音響系統
武汉CGV影城(金银潭店) ,114.249206903172,30.6572023048727,imax,IMAX Laser XT,2023年3月17日,,17.81,9.030,160.8243,346, -
深圳萬達影城（盐田壹海城店）,114.244242043622,22.5607074254146,imax,IMAX 氙灯,2019年2月3日,,20.12,10.420,209.6504,269, -
深圳万象影城（龙岗天安数码城IMAX激光店) ,114.223989925568,22.7290273067015,imax,IMAX Commercial Laser,2020年1月1日,,,,,314,5.1聲道音響系統
武汉金逸影城（人信汇店） 原武汉百老汇影城(汉阳人信汇店) ,114.210833986702,30.5572658874915,imax,IMAX 氙灯,"2014年5月1日-2021年5月31日
2021年6月1日",,21.31,12.100,257.8510,358, -
香港嘉禾MegaBox,114.2084331,22.3199795,imax,IMAX 氙灯,2021年7月15日（IMAX 氙灯 12聲道音響系統）,,"17.7 
18","11.4 
12.64","201.78 
227.52",260（IMAX2D电影）198（IMAX3D电影）,IMAX中国旗下第一家IMAX 氙灯 12聲道音響系統影院
武汉CGV影城(凯德西城店) ,114.199278993097,30.6024258763142,imax,IMAX 氙灯,2017年4月28日,,20.70,11.685,241.8795,269, -
武汉万达影城(东西湖万达广场店) ,114.183679019611,30.6432948448675,imax,IMAX 氙灯,2020年12月11日,,19.42,10.330,200.6086,359,
武汉万达影城(经开万达广场店) ,114.180409726538,30.5133595087578,imax,IMAX 氙灯,2011年8月27日,,18.20,10.050,182.9100,259, -
香港MCL Cinemas K11 Art House,114.1744016,22.2943715,imax,IMAX Commercial Laser,2021年3月6日,,20.70,11.770,243.6390,368,12聲道音響系統
武汉金逸影城IMAX(光美荟聚店) ,114.174129852378,30.6232455250461,imax,IMAX 氙灯,2015年4月30日,,19.52,10.390,202.8128,278, -
香港百老匯 B+ Cinema MOKO 原香港UnionPay IMAX @ UA Cine Moko,114.1733005,22.3242839,imax,IMAX 氙灯,"2014年1月28日-2021年3月8日
2021年9月16日",,16.33,9.260,151.2158,"268（IMAX2D电影）220（IMAX3D电影）
264", (可播放IMAX HFR)
香港英皇戲院 尖沙咀iSQUARE,114.1718959,22.297025,imax,IMAX Commercial Laser,2019年12月18日,,20.94,11.800,247.0920,458,12聲道音響系統
深圳万象影城(布吉万象汇IMAX店) ,114.139016602321,22.5989903581405,imax,IMAX 氙灯,2018年4月26日,,22.74,11.700,266.0580,325, -
深圳万达影城（龙岗万达广场店）,114.137750350874,22.6802366089925,imax,IMAX Commercial Laser,2021年9月17日,,18.64,10.100,188.2640,276,12聲道音響系統
深圳万象影城（深圳湾万象城店）,114.117203498782,22.5455036279396,dolby,科视Christie E3LH数字影院放映机,"2018年12月18日
2018年12月18日启幕仪式",,18.010,9.710,174.8771,272,非常感谢银幕尺寸图提供者IMAX贴吧老吧主周董
深圳万象影城（万象城店）,114.117203498782,22.5455036279396,dolby,科视Christie E3LH数字影院放映机,2019年7月26日,,13.710,7.380,101.1798,266,非常感谢银幕尺寸图提供者IMAX贴吧老吧主周董
深圳博纳UA影城（KK Mall店）,114.113468344473,22.5510766423785,imax,IMAX 氙灯,"2010年11月20日
2016年1月9日",,21.64,11.610,251.2404,327,  -
深圳寰映影城（福田中洲湾店）,114.092693771934,22.5516929594335,imax,IMAX Laser XT,2022年10月1日,,18.29,9.390,171.7431,224,
深圳卢米埃影城(九方店) ,114.08874266498,22.5504897784514,imax,IMAX 氙灯,2016年1月22日,,19.73,10.520,207.5596,288, -
深圳橙天嘉禾影城(观澜湖店) ,114.076627937215,22.7346020449769,imax,IMAX 氙灯,2016年1月15日,,22.78,11.930,271.7654,374, -
深圳CGV影城(One Avenue卓悦中心店),114.072561038681,22.5421309699575,imax,IMAX Commercial Laser,2019年9月18日,,22.85,11.760,268.7160,368,12聲道音響系統
深圳橙天嘉禾影城(卓悦汇店),114.066771369841,22.5754697729111,imax,IMAX 氙灯,2016年8月30日,,24.44,12.890,315.0316,500, -
深圳星河寰宇IMAX影城（星河WORLD店） ,114.066128991571,22.6102007623707,imax,IMAX 氙灯,2018年11月9日,,18.31,9.650,176.6915,293, -
深圳英皇电影城（平安金融中心店) ,114.061974418419,22.5385104603598,imax,IMAX Commercial Laser,2020年7月24日,,20.80,11.000,228.8000,277,12聲道音響系統
